id,name,category,subcategory,rarity,professions,region,short_uses,file_name
45027,Gutterborn Lichen,Material,Ore,Common,Mining,Ashen Fields,Vendor staple: enables a recipe chain.,material_gutterborn_lichen.png
45028,Warden's Bandage Roll,Curio,Coin,Uncommon,Scribing,Emberford,Loot filler: supports leveling.,curio_warden_s_bandage_roll.png
45029,Harbor-wet Vest,Gear,Crossbow,Common,Tailoring,Frostbriar,Quest hook: gates a shortcut.,gear_harbor_wet_vest.png
45030,Emberford Pod,Ingredient,Spice,Common,Herbalism,Greatwood,Craft input: keeps you moving.,ingredient_emberford_pod.png
45031,Storm-bit Petal,Curio,Coin,Common,Jewelry,Emberford,Craft input: supports leveling.,curio_storm_bit_petal.png
45032,Saltglass Salve,Gear,Gloves,Uncommon,Leatherworking,Marketwalk,Loot filler: fills a gear gap.,gear_saltglass_salve.png
45033,Amberwake Spool,Gear,Legs,Uncommon,Leatherworking,Ashen Fields,Vendor staple: feeds a rumor.,gear_amberwake_spool.png
45034,Hollowroot Belt,Ingredient,Mushroom,Uncommon,Alchemy,Ashen Fields,Vendor staple: feeds a rumor.,ingredient_hollowroot_belt.png
45035,Sun-bleached Ore,Ingredient,Mushroom,Common,Alchemy,Hollowroot,Field use: supports leveling.,ingredient_sun_bleached_ore.png
45036,River-smooth Tea,Curio,Mask,Uncommon,Jewelry,Emberford,Craft input: fills a gear gap.,curio_river_smooth_tea.png
45037,Lantern-lit Permit Slip,Material,Timber,Uncommon,Mining,Saltmarrow,Craft input: keeps you moving.,material_lantern_lit_permit_slip.png
45038,Glimmerdeep Bandage Roll,Curio,Charm,Uncommon,Scribing,Emberford,Craft input: gates a shortcut.,curio_glimmerdeep_bandage_roll.png
45039,Storm-bit Belt,Curio,Signet,Uncommon,Enchanting,Marketwalk,Field use: gates a shortcut.,curio_storm_bit_belt.png
45040,Pilgrim's Pouch,Gear,Boots,Common,Tailoring,Frostbriar,Loot filler: keeps you moving.,gear_pilgrim_s_pouch.png
45041,Frostworn Compass,Gear,Ring,Common,Woodworking,Greatwood,Quest hook: gates a shortcut.,gear_frostworn_compass.png
45042,Mire-touched Biscuit,Consumable,Potion,Common,Alchemy,Greatwood,Craft input: gates a shortcut.,consumable_mire_touched_biscuit.png
45043,Saltmarrow Pod,Consumable,Potion,Uncommon,Cooking,Saltmarrow,Field use: feeds a rumor.,consumable_saltmarrow_pod.png
45044,Amberwake Keybone,Material,Resin,Uncommon,Tailoring,Frostbriar,Utility piece: enables a recipe chain.,material_amberwake_keybone.png
45045,Moon-stitched Ledger Page,Consumable,Tea,Common,Alchemy,Hollowroot,Craft input: gates a shortcut.,consumable_moon_stitched_ledger_page.png
45046,Greatwood Coat,Gear,Axe,Uncommon,Smithing,Greatwood,Quest hook: keeps you moving.,gear_greatwood_coat.png
45047,Storm-bit Spool,Material,Ingot,Common,Alchemy,Marketwalk,Vendor staple: enables a recipe chain.,material_storm_bit_spool.png
45048,Greatwood Salve,Ingredient,Spice,Uncommon,Herbalism,Marketwalk,Field use: keeps you moving.,ingredient_greatwood_salve.png
45049,Briarbound Stew,Ingredient,Root,Common,Cooking,Greatwood,Craft input: fills a gear gap.,ingredient_briarbound_stew.png
45050,Hollowroot Pouch,Ingredient,Root,Common,Cooking,Marketwalk,Loot filler: gates a shortcut.,ingredient_hollowroot_pouch.png
45051,Saltmarrow Tally,Gear,Pendant,Common,Smithing,Emberford,Utility piece: gates a shortcut.,gear_saltmarrow_tally.png
45052,Cinder-scarred Plank,Trophy,Hide,Uncommon,—,Ashen Fields,Loot filler: keeps you moving.,trophy_cinder_scarred_plank.png
45053,Tide-taken Cloak,Material,Wax,Common,Alchemy,Emberford,Field use: fills a gear gap.,material_tide_taken_cloak.png
45054,Storm-bit Ore,Gear,Axe,Rare,Smithing,Ashen Fields,Vendor staple: keeps you moving.,gear_storm_bit_ore.png
45055,Iron-banded Charm,Ingredient,Meat,Common,Fishing,Emberford,Quest hook: keeps you moving.,ingredient_iron_banded_charm.png
45056,River-smooth Guard,Consumable,Potion,Common,Cooking,Hollowroot,Quest hook: keeps you moving.,consumable_river_smooth_guard.png
45057,Mire-touched Hood,Curio,Figurine,Common,Scribing,Ashen Fields,Craft input: supports leveling.,curio_mire_touched_hood.png
45058,Frostworn Lockpick,Curio,Charm,Common,Jewelry,Ashen Fields,Loot filler: feeds a rumor.,curio_frostworn_lockpick.png
45059,Moon-stitched Vial,Gear,Axe,Uncommon,Smithing,Greatwood,Loot filler: fills a gear gap.,gear_moon_stitched_vial.png
45060,Frostbriar Lichen,Ingredient,Oil,Uncommon,Fishing,Saltmarrow,Utility piece: gates a shortcut.,ingredient_frostbriar_lichen.png
45061,Cinder-scarred Belt,Gear,Ring,Common,Jewelry,Ashen Fields,Loot filler: supports leveling.,gear_cinder_scarred_belt.png
45062,Mire-touched Tea,Material,Wax,Common,Woodworking,Emberford,Utility piece: enables a recipe chain.,material_mire_touched_tea.png
45063,Briarbound Compass,Material,Pigment,Rare,Skinning,Hollowroot,Craft input: feeds a rumor.,material_briarbound_compass.png
45064,Saltglass Tea,Consumable,Bandage,Common,Cooking,Hollowroot,Quest hook: supports leveling.,consumable_saltglass_tea.png
45065,Pilgrim's Petal,Gear,Dagger,Rare,Smithing,Ashen Fields,Utility piece: fills a gear gap.,gear_pilgrim_s_petal.png
45066,Greatwood Pommel,Material,Ore,Common,Smithing,Marketwalk,Craft input: fills a gear gap.,material_greatwood_pommel.png
45067,Sun-bleached Thread,Ingredient,Meat,Common,Fishing,Frostbriar,Loot filler: supports leveling.,ingredient_sun_bleached_thread.png
45068,Ash-dusted Pommel,Ingredient,Meat,Common,Cooking,Frostbriar,Loot filler: enables a recipe chain.,ingredient_ash_dusted_pommel.png
45069,Iron-banded Pouch,Ingredient,Herb,Common,Alchemy,Saltmarrow,Craft input: keeps you moving.,ingredient_iron_banded_pouch.png
45070,Silt-grit Bottle,Ingredient,Fish,Uncommon,Fishing,Frostbriar,Loot filler: feeds a rumor.,ingredient_silt_grit_bottle.png
45071,Frostbriar Pommel,Ingredient,Meat,Rare,Herbalism,Ashen Fields,Quest hook: keeps you moving.,ingredient_frostbriar_pommel.png
45072,Emberford Root,Consumable,Tonic,Uncommon,Cooking,Marketwalk,Loot filler: gates a shortcut.,consumable_emberford_root.png
45073,Emberford Gloves,Ingredient,Spice,Common,Alchemy,Greatwood,Loot filler: gates a shortcut.,ingredient_emberford_gloves.png
45074,Frostworn Trophy Fang,Ingredient,Oil,Common,Herbalism,Hollowroot,Vendor staple: fills a gear gap.,ingredient_frostworn_trophy_fang.png
45075,Greatwood Canteen,Material,Glass,Uncommon,Woodworking,Hollowroot,Field use: enables a recipe chain.,material_greatwood_canteen.png
45076,Greatwood Belt,Material,Ore,Uncommon,Woodworking,Saltmarrow,Vendor staple: keeps you moving.,material_greatwood_belt.png
45077,Glimmerdeep Shard,Consumable,Bandage,Common,Cooking,Greatwood,Vendor staple: supports leveling.,consumable_glimmerdeep_shard.png
45078,Ash-dusted Pendant,Material,Timber,Uncommon,Woodworking,Emberford,Loot filler: supports leveling.,material_ash_dusted_pendant.png
45079,River-smooth Plank,Ingredient,Oil,Uncommon,Cooking,Marketwalk,Loot filler: fills a gear gap.,ingredient_river_smooth_plank.png
45080,Warden's Canteen,Gear,Crossbow,Common,Smithing,Frostbriar,Craft input: gates a shortcut.,gear_warden_s_canteen.png
45081,Lantern-lit Lantern,World Object,Marker,Rare,—,Greatwood,Craft input: gates a shortcut.,world_object_lantern_lit_lantern.png
45082,Saltmarrow Pin,Curio,Totem,Common,Enchanting,Emberford,Utility piece: fills a gear gap.,curio_saltmarrow_pin.png
45083,Harbor-wet Tincture,Material,Stone,Common,Smithing,Frostbriar,Field use: keeps you moving.,material_harbor_wet_tincture.png
45084,Iron-banded Stew,Consumable,Food,Common,Alchemy,Greatwood,Quest hook: enables a recipe chain.,consumable_iron_banded_stew.png
45085,Greatwood Petal,Gear,Wand,Rare,Jewelry,Marketwalk,Loot filler: keeps you moving.,gear_greatwood_petal.png
45086,Tide-taken Sash,Gear,Chest,Uncommon,Smithing,Marketwalk,Craft input: fills a gear gap.,gear_tide_taken_sash.png
45087,Harbor-wet Trophy Fang,Curio,Mask,Uncommon,Enchanting,Frostbriar,Vendor staple: supports leveling.,curio_harbor_wet_trophy_fang.png
45088,Iron-banded Plank,Gear,Shield,Common,Smithing,Greatwood,Loot filler: fills a gear gap.,gear_iron_banded_plank.png
45089,Gutterborn Pod,Ingredient,Root,Uncommon,Herbalism,Ashen Fields,Craft input: supports leveling.,ingredient_gutterborn_pod.png
45090,Silt-grit Compass,Material,Resin,Common,Tailoring,Marketwalk,Utility piece: enables a recipe chain.,material_silt_grit_compass.png
45091,Iron-banded Hilt,Material,Ore,Common,Tailoring,Marketwalk,Craft input: gates a shortcut.,material_iron_banded_hilt.png
45092,River-smooth Petal,Ingredient,Mushroom,Common,Herbalism,Glimmerdeep,Craft input: feeds a rumor.,ingredient_river_smooth_petal.png
45093,Tide-taken Coat,Curio,Totem,Uncommon,Jewelry,Frostbriar,Craft input: feeds a rumor.,curio_tide_taken_coat.png
45094,Pilgrim's Tally,Consumable,Food,Common,Cooking,Saltmarrow,Field use: fills a gear gap.,consumable_pilgrim_s_tally.png
45095,Saltmarrow Thread,Material,Stone,Common,Leatherworking,Marketwalk,Utility piece: keeps you moving.,material_saltmarrow_thread.png
45096,Moon-stitched Pin,Gear,Cloak,Uncommon,Woodworking,Glimmerdeep,Craft input: gates a shortcut.,gear_moon_stitched_pin.png
45097,River-smooth Spool,Material,Wax,Common,Woodworking,Glimmerdeep,Loot filler: supports leveling.,material_river_smooth_spool.png
45098,Amberwake Salve,Material,Ingot,Common,Smithing,Frostbriar,Field use: enables a recipe chain.,material_amberwake_salve.png
45099,Frostworn Pin,Gear,Staff,Rare,Jewelry,Ashen Fields,Loot filler: keeps you moving.,gear_frostworn_pin.png
45100,Glimmerdeep Compass,Material,Glass,Uncommon,Tailoring,Hollowroot,Field use: fills a gear gap.,material_glimmerdeep_compass.png
45101,Ash-dusted Compass,Document,Map,Common,Scribing,Hollowroot,Vendor staple: feeds a rumor.,document_ash_dusted_compass.png
45102,Iron-banded Boots,Ingredient,Salt,Uncommon,Cooking,Saltmarrow,Craft input: supports leveling.,ingredient_iron_banded_boots.png
45103,Iron-banded Leather Strip,Consumable,Food,Common,Cooking,Ashen Fields,Craft input: fills a gear gap.,consumable_iron_banded_leather_strip.png
45104,Emberford Root,Material,Cloth,Common,Leatherworking,Glimmerdeep,Quest hook: enables a recipe chain.,material_emberford_root.png
45105,Storm-bit Cloak,Gear,Pendant,Common,Jewelry,Saltmarrow,Loot filler: fills a gear gap.,gear_storm_bit_cloak.png
45106,Iron-banded Keybone,Ingredient,Oil,Common,Fishing,Greatwood,Utility piece: feeds a rumor.,ingredient_iron_banded_keybone.png
45107,Amberwake Compass,Consumable,Potion,Common,Alchemy,Frostbriar,Utility piece: fills a gear gap.,consumable_amberwake_compass.png
45108,Mire-touched Hook,Ingredient,Salt,Common,Herbalism,Greatwood,Craft input: gates a shortcut.,ingredient_mire_touched_hook.png
45109,Gutterborn Ledger Page,Consumable,Tonic,Common,Alchemy,Hollowroot,Quest hook: keeps you moving.,consumable_gutterborn_ledger_page.png
45110,Amberwake Pod,Gear,Chest,Uncommon,Tailoring,Saltmarrow,Utility piece: gates a shortcut.,gear_amberwake_pod.png
45111,Lantern-lit Bottle,Curio,Totem,Uncommon,Enchanting,Frostbriar,Vendor staple: fills a gear gap.,curio_lantern_lit_bottle.png
45112,Frostbriar Vest,Ingredient,Salt,Common,Fishing,Frostbriar,Utility piece: fills a gear gap.,ingredient_frostbriar_vest.png
45113,Saltmarrow Hilt,Ingredient,Spice,Uncommon,Herbalism,Emberford,Utility piece: fills a gear gap.,ingredient_saltmarrow_hilt.png
45114,Emberford Pommel,Gear,Gloves,Common,Tailoring,Frostbriar,Loot filler: supports leveling.,gear_emberford_pommel.png
45115,Iron-banded Keybone,Ingredient,Herb,Uncommon,Cooking,Saltmarrow,Loot filler: keeps you moving.,ingredient_iron_banded_keybone.png
45116,Warden's Plank,Gear,Pendant,Uncommon,Tailoring,Frostbriar,Loot filler: gates a shortcut.,gear_warden_s_plank.png
45117,Mire-touched Ledger Page,Material,Cloth,Common,Mining,Emberford,Loot filler: feeds a rumor.,material_mire_touched_ledger_page.png
45118,Glimmerdeep Tea,Consumable,Tea,Uncommon,Alchemy,Frostbriar,Field use: fills a gear gap.,consumable_glimmerdeep_tea.png
45119,Harbor-wet Wanted Poster,Trinket,Idol,Common,Jewelry,Saltmarrow,Field use: gates a shortcut.,trinket_harbor_wet_wanted_poster.png
45120,Gutterborn Biscuit,Gear,Belt,Common,Leatherworking,Glimmerdeep,Loot filler: enables a recipe chain.,gear_gutterborn_biscuit.png
45121,Cinder-scarred Vest,Consumable,Elixir,Common,Cooking,Saltmarrow,Utility piece: feeds a rumor.,consumable_cinder_scarred_vest.png
45122,Warden's Coat,Ingredient,Grain,Common,Cooking,Greatwood,Craft input: enables a recipe chain.,ingredient_warden_s_coat.png
45123,Mire-touched Ingot,Ingredient,Salt,Common,Alchemy,Greatwood,Craft input: enables a recipe chain.,ingredient_mire_touched_ingot.png
45124,Tide-taken Charm,Gear,Boots,Uncommon,Jewelry,Marketwalk,Vendor staple: supports leveling.,gear_tide_taken_charm.png
45125,Greatwood Ring,Consumable,Potion,Common,Cooking,Glimmerdeep,Craft input: supports leveling.,consumable_greatwood_ring.png
45126,Cinder-scarred Cloak,Material,Ore,Common,Smithing,Marketwalk,Field use: gates a shortcut.,material_cinder_scarred_cloak.png
45127,Frostworn Ring,Curio,Signet,Rare,Scribing,Emberford,Field use: enables a recipe chain.,curio_frostworn_ring.png
45128,Lantern-lit Stew,Gear,Wand,Common,Leatherworking,Emberford,Craft input: fills a gear gap.,gear_lantern_lit_stew.png
45129,Greatwood Root,Gear,Shield,Common,Smithing,Marketwalk,Vendor staple: keeps you moving.,gear_greatwood_root.png
45130,Frostbriar Hood,Consumable,Elixir,Common,Alchemy,Ashen Fields,Quest hook: fills a gear gap.,consumable_frostbriar_hood.png
45131,Frostbriar Ingot,Material,Stone,Rare,Smithing,Marketwalk,Utility piece: keeps you moving.,material_frostbriar_ingot.png
45132,Emberford Ledger Page,Ingredient,Spice,Common,Alchemy,Frostbriar,Quest hook: keeps you moving.,ingredient_emberford_ledger_page.png
45133,Gutterborn Petal,Curio,Mask,Common,Enchanting,Hollowroot,Craft input: fills a gear gap.,curio_gutterborn_petal.png
45134,Cinder-scarred Stew,Gear,Mace,Common,Smithing,Ashen Fields,Quest hook: supports leveling.,gear_cinder_scarred_stew.png
45135,Glimmerdeep Plank,Curio,Charm,Common,Scribing,Ashen Fields,Field use: fills a gear gap.,curio_glimmerdeep_plank.png
45136,Saltglass Cloak,Gear,Bow,Common,Smithing,Emberford,Utility piece: feeds a rumor.,gear_saltglass_cloak.png
45137,Glimmerdeep Token,Ingredient,Salt,Common,Cooking,Frostbriar,Loot filler: feeds a rumor.,ingredient_glimmerdeep_token.png
45138,Briarbound Pod,Alchemy Item,Reagent,Uncommon,Alchemy,Greatwood,Quest hook: gates a shortcut.,alchemy_item_briarbound_pod.png
45139,Gutterborn Tally,Gear,Sword,Common,Smithing,Saltmarrow,Field use: gates a shortcut.,gear_gutterborn_tally.png
45140,Sun-bleached Buckler,Map,Route,Common,—,Saltmarrow,Craft input: enables a recipe chain.,map_sun_bleached_buckler.png
45141,Emberford Hilt,Curio,Figurine,Uncommon,Scribing,Marketwalk,Craft input: feeds a rumor.,curio_emberford_hilt.png
45142,Sun-bleached Ingot,Curio,Totem,Common,Scribing,Marketwalk,Utility piece: keeps you moving.,curio_sun_bleached_ingot.png
45143,Mire-touched Spool,Key,Gate,Uncommon,—,Frostbriar,Utility piece: fills a gear gap.,key_mire_touched_spool.png
45144,Hollowroot Helm,Material,Cloth,Common,Smithing,Saltmarrow,Craft input: gates a shortcut.,material_hollowroot_helm.png
45145,Emberford Petal,Material,Pigment,Common,Mining,Saltmarrow,Utility piece: gates a shortcut.,material_emberford_petal.png
45146,Frostworn Pommel,Quest Item,Seal,Common,—,Emberford,Vendor staple: supports leveling.,quest_item_frostworn_pommel.png
45147,Lantern-lit Ring,Ingredient,Fruit,Common,Herbalism,Frostbriar,Vendor staple: supports leveling.,ingredient_lantern_lit_ring.png
45148,Frostworn Totem,Consumable,Food,Common,Cooking,Frostbriar,Vendor staple: gates a shortcut.,consumable_frostworn_totem.png
45149,Ash-dusted Bandage Roll,Material,Ore,Uncommon,Skinning,Frostbriar,Field use: fills a gear gap.,material_ash_dusted_bandage_roll.png
45150,Storm-bit Ledger Page,Consumable,Tonic,Common,Cooking,Marketwalk,Craft input: feeds a rumor.,consumable_storm_bit_ledger_page.png
45151,Sun-bleached Pommel,Ingredient,Fish,Common,Alchemy,Ashen Fields,Craft input: keeps you moving.,ingredient_sun_bleached_pommel.png
45152,Harbor-wet Shard,Ingredient,Mushroom,Uncommon,Fishing,Marketwalk,Utility piece: supports leveling.,ingredient_harbor_wet_shard.png
45153,Moon-stitched Pod,Ingredient,Meat,Common,Fishing,Saltmarrow,Utility piece: enables a recipe chain.,ingredient_moon_stitched_pod.png
45154,Emberford Seed,Material,Ingot,Uncommon,Alchemy,Marketwalk,Vendor staple: feeds a rumor.,material_emberford_seed.png
45155,Pilgrim's Ingot,Profession Tool,Instrument,Uncommon,Jewelry,Emberford,Utility piece: keeps you moving.,profession_tool_pilgrim_s_ingot.png
45156,Storm-bit Sash,Curio,Mask,Common,Enchanting,Hollowroot,Utility piece: fills a gear gap.,curio_storm_bit_sash.png
45157,Iron-banded Pouch,Trinket,Locket,Common,Jewelry,Greatwood,Craft input: gates a shortcut.,trinket_iron_banded_pouch.png
45158,Amberwake Bandage Roll,Consumable,Tea,Uncommon,Cooking,Saltmarrow,Craft input: keeps you moving.,consumable_amberwake_bandage_roll.png
45159,Silt-grit Bandage Roll,Ingredient,Herb,Common,Alchemy,Saltmarrow,Quest hook: gates a shortcut.,ingredient_silt_grit_bandage_roll.png
45160,Glimmerdeep Leather Strip,Curio,Coin,Common,Enchanting,Frostbriar,Quest hook: feeds a rumor.,curio_glimmerdeep_leather_strip.png
45161,Iron-banded Sash,Material,Stone,Common,Tailoring,Frostbriar,Quest hook: fills a gear gap.,material_iron_banded_sash.png
45162,Frostbriar Plank,World Object,Bundle,Uncommon,—,Glimmerdeep,Loot filler: keeps you moving.,world_object_frostbriar_plank.png
45163,Amberwake Coat,Ingredient,Spice,Common,Cooking,Glimmerdeep,Loot filler: gates a shortcut.,ingredient_amberwake_coat.png
45164,Iron-banded Root,Gear,Boots,Uncommon,Jewelry,Saltmarrow,Craft input: supports leveling.,gear_iron_banded_root.png
45165,Saltglass Petal,Curio,Charm,Rare,Scribing,Hollowroot,Loot filler: keeps you moving.,curio_saltglass_petal.png
45166,Pilgrim's Ledger Page,Gear,Chest,Uncommon,Woodworking,Marketwalk,Field use: gates a shortcut.,gear_pilgrim_s_ledger_page.png
45167,Hollowroot Tea,Profession Tool,Field,Common,Scribing,Hollowroot,Utility piece: gates a shortcut.,profession_tool_hollowroot_tea.png
45168,River-smooth Lichen,Gear,Crossbow,Rare,Jewelry,Glimmerdeep,Utility piece: gates a shortcut.,gear_river_smooth_lichen.png
45169,Cinder-scarred Bottle,Consumable,Bandage,Common,Cooking,Glimmerdeep,Utility piece: fills a gear gap.,consumable_cinder_scarred_bottle.png
45170,Saltglass Totem,Gear,Gloves,Uncommon,Jewelry,Glimmerdeep,Vendor staple: feeds a rumor.,gear_saltglass_totem.png
45171,Mire-touched Plank,Curio,Mask,Rare,Enchanting,Frostbriar,Loot filler: feeds a rumor.,curio_mire_touched_plank.png
45172,Saltglass Ledger Page,Material,Stone,Common,Smithing,Frostbriar,Utility piece: feeds a rumor.,material_saltglass_ledger_page.png
45173,Saltmarrow Map Scrap,Ingredient,Herb,Common,Fishing,Hollowroot,Vendor staple: enables a recipe chain.,ingredient_saltmarrow_map_scrap.png
45174,Iron-banded Canteen,Gear,Staff,Uncommon,Smithing,Saltmarrow,Quest hook: enables a recipe chain.,gear_iron_banded_canteen.png
45175,Ash-dusted Trinket,Curio,Coin,Uncommon,Scribing,Greatwood,Loot filler: enables a recipe chain.,curio_ash_dusted_trinket.png
45176,River-smooth Hood,Curio,Coin,Common,Jewelry,Emberford,Craft input: enables a recipe chain.,curio_river_smooth_hood.png
45177,Storm-bit Shard,Curio,Totem,Common,Jewelry,Glimmerdeep,Craft input: supports leveling.,curio_storm_bit_shard.png
45178,Pilgrim's Canteen,Quest Item,Parcel,Common,—,Saltmarrow,Craft input: fills a gear gap.,quest_item_pilgrim_s_canteen.png
45179,Tide-taken Tea,Material,Wax,Common,Woodworking,Greatwood,Utility piece: feeds a rumor.,material_tide_taken_tea.png
45180,Greatwood Totem,Consumable,Potion,Uncommon,Cooking,Saltmarrow,Vendor staple: gates a shortcut.,consumable_greatwood_totem.png
45181,Mire-touched Lichen,Curio,Figurine,Common,Scribing,Marketwalk,Utility piece: fills a gear gap.,curio_mire_touched_lichen.png
45182,Saltmarrow Root,Material,Ingot,Common,Tailoring,Greatwood,Craft input: feeds a rumor.,material_saltmarrow_root.png
45183,Glimmerdeep Plank,Material,Glass,Common,Tailoring,Frostbriar,Loot filler: supports leveling.,material_glimmerdeep_plank.png
45184,Moon-stitched Pendant,Material,Pigment,Rare,Leatherworking,Saltmarrow,Loot filler: supports leveling.,material_moon_stitched_pendant.png
45185,Tide-taken Boots,Ingredient,Fruit,Common,Herbalism,Marketwalk,Vendor staple: keeps you moving.,ingredient_tide_taken_boots.png
45186,Cinder-scarred Lantern,Gear,Helm,Uncommon,Smithing,Emberford,Utility piece: supports leveling.,gear_cinder_scarred_lantern.png
45187,Harbor-wet Petal,Ingredient,Mushroom,Rare,Herbalism,Hollowroot,Loot filler: keeps you moving.,ingredient_harbor_wet_petal.png
45188,Harbor-wet Gloves,Ingredient,Salt,Common,Herbalism,Hollowroot,Utility piece: enables a recipe chain.,ingredient_harbor_wet_gloves.png
45189,Silt-grit Ring,Ingredient,Fruit,Common,Herbalism,Marketwalk,Loot filler: enables a recipe chain.,ingredient_silt_grit_ring.png
45190,Mire-touched Ingot,Gear,Ring,Common,Woodworking,Hollowroot,Field use: enables a recipe chain.,gear_mire_touched_ingot.png
45191,Hollowroot Stew,Curio,Charm,Common,Jewelry,Saltmarrow,Craft input: feeds a rumor.,curio_hollowroot_stew.png
45192,Silt-grit Seed,Ingredient,Meat,Common,Alchemy,Marketwalk,Craft input: keeps you moving.,ingredient_silt_grit_seed.png
45193,Glimmerdeep Stew,Material,Leather,Uncommon,Leatherworking,Saltmarrow,Utility piece: feeds a rumor.,material_glimmerdeep_stew.png
45194,River-smooth Gloves,Gear,Gloves,Common,Smithing,Emberford,Utility piece: gates a shortcut.,gear_river_smooth_gloves.png
45195,Moon-stitched Map Scrap,Material,Stone,Common,Mining,Glimmerdeep,Quest hook: keeps you moving.,material_moon_stitched_map_scrap.png
45196,Emberford Leather Strip,Ingredient,Grain,Common,Herbalism,Marketwalk,Craft input: gates a shortcut.,ingredient_emberford_leather_strip.png
45197,Mire-touched Charm,Gear,Staff,Common,Smithing,Ashen Fields,Utility piece: feeds a rumor.,gear_mire_touched_charm.png
45198,Silt-grit Wanted Poster,Consumable,Tea,Uncommon,Alchemy,Marketwalk,Loot filler: supports leveling.,consumable_silt_grit_wanted_poster.png
45199,Glimmerdeep Vial,Consumable,Tea,Common,Alchemy,Saltmarrow,Loot filler: supports leveling.,consumable_glimmerdeep_vial.png
45200,Lantern-lit Shard,Gear,Gloves,Common,Smithing,Hollowroot,Field use: feeds a rumor.,gear_lantern_lit_shard.png
45201,Amberwake Keybone,Material,Leather,Rare,Alchemy,Glimmerdeep,Loot filler: fills a gear gap.,material_amberwake_keybone.png
45202,Lantern-lit Trophy Fang,Gear,Sword,Common,Smithing,Glimmerdeep,Craft input: feeds a rumor.,gear_lantern_lit_trophy_fang.png
